geoid,name,B16007001,"B16007001, Error",B16007002,"B16007002, Error",B16007003,"B16007003, Error",B16007004,"B16007004, Error",B16007005,"B16007005, Error",B16007006,"B16007006, Error",B16007007,"B16007007, Error",B16007008,"B16007008, Error",B16007009,"B16007009, Error",B16007010,"B16007010, Error",B16007011,"B16007011, Error",B16007012,"B16007012, Error",B16007013,"B16007013, Error",B16007014,"B16007014, Error",B16007015,"B16007015, Error",B16007016,"B16007016, Error",B16007017,"B16007017, Error",B16007018,"B16007018, Error",B16007019,"B16007019, Error"
01000US,United States,304930125,3961,53661722,6266,41689729,60552,8578949,45233,1511564,11366,1286585,9811,594895,10534,200484607,6646,154124083,133781,28468856,79756,7637637,34731,7801242,18253,2452789,24826,50783796,6127,43168540,27592,3661792,9539,1987648,15551,1639476,5740,326340,4831
04000US42,Pennsylvania,12084967,358,1955828,486,1716040,3704,118140,2303,73714,2162,33102,1352,14832,1271,7847419,725,6871141,6936,439212,3700,289516,5046,181948,2601,65602,2842,2281720,553,2117685,2413,45948,817,81565,1885,29086,771,7436,525
05000US42101,"Philadelphia County, PA",1472512,43,238998,43,185465,1812,28878,1238,9198,883,10072,682,5385,957,1021240,30,773121,3536,113061,2108,57711,2605,57362,1387,19985,1799,212274,30,172204,1169,13162,463,15389,1013,9854,337,1665,348
14000US42101000100,"Census Tract 1, Philadelphia, PA",3943,388,73,71,55,65,0,10,18,28,0,10,0,10,3487,342,3173,342,102,102,179,114,33,36,0,10,383,118,335,128,9,25,0,10,39,54,0,10
14000US42101000200,"Census Tract 2, Philadelphia, PA",2780,436,245,148,11,18,0,10,44,42,190,150,0,10,2206,353,891,235,122,119,246,163,934,371,13,15,329,84,68,45,0,10,27,43,234,85,0,10
14000US42101000300,"Census Tract 3, Philadelphia, PA",3297,280,183,77,127,73,17,27,39,37,0,10,0,10,2414,269,1897,294,63,46,265,111,119,64,70,59,700,127,582,124,9,15,19,20,90,79,0,10
14000US42101000401,"Census Tract 4.01, Philadelphia, PA",2429,261,13,18,13,18,0,10,0,10,0,10,0,10,1999,258,1496,273,79,71,234,98,153,66,37,29,417,104,316,105,8,12,21,24,72,49,0,10
14000US42101000402,"Census Tract 4.02, Philadelphia, PA",4097,393,90,58,81,63,0,10,0,10,0,10,9,18,2601,364,2096,386,57,72,294,153,91,79,63,92,1406,221,1317,215,0,10,56,49,16,25,17,26
14000US42101000500,"Census Tract 5, Philadelphia, PA",2530,349,30,33,23,31,0,10,0,10,7,10,0,10,2386,349,1772,290,187,93,124,46,161,66,142,124,114,55,59,41,0,10,0,10,55,33,0,10
14000US42101000600,"Census Tract 6, Philadelphia, PA",1181,159,53,56,19,19,0,10,0,10,0,10,34,54,1018,126,851,123,52,39,60,38,39,28,16,26,110,81,98,76,6,9,6,13,0,10,0,10
14000US42101000700,"Census Tract 7, Philadelphia, PA",3717,333,37,42,18,31,0,10,19,30,0,10,0,10,3089,323,2173,321,136,89,317,148,419,194,44,48,591,123,518,129,11,18,43,33,19,29,0,10
14000US42101000801,"Census Tract 8.01, Philadelphia, PA",1400,163,97,30,97,30,0,10,0,10,0,10,0,10,1173,159,1064,173,17,23,36,28,43,40,13,15,130,41,119,33,0,10,11,20,0,10,0,10
14000US42101000803,"Census Tract 8.03, Philadelphia, PA",2737,324,131,82,95,85,0,10,18,26,18,30,0,10,2010,260,1701,258,19,30,86,57,173,109,31,38,596,224,417,191,69,105,110,76,0,10,0,10
14000US42101000804,"Census Tract 8.04, Philadelphia, PA",4684,414,19,30,19,30,0,10,0,10,0,10,0,10,3607,444,3147,408,69,57,200,109,191,120,0,10,1058,233,957,224,48,76,53,45,0,10,0,10
14000US42101000901,"Census Tract 9.01, Philadelphia, PA",2056,216,57,59,23,27,0,10,0,10,0,10,34,54,1784,195,1383,178,40,32,134,70,164,107,63,102,215,72,152,81,0,10,63,55,0,10,0,10
14000US42101000902,"Census Tract 9.02, Philadelphia, PA",2818,277,159,134,109,95,0,10,0,10,0,10,50,84,2033,202,1723,181,63,59,97,63,90,55,60,48,626,108,339,88,0,10,61,63,226,103,0,10
14000US42101001001,"Census Tract 10.01, Philadelphia, PA",2627,191,190,78,158,66,0,10,32,47,0,10,0,10,1421,167,1316,162,11,16,66,45,28,25,0,10,1016,157,925,157,21,28,41,33,29,27,0,10
14000US42101001002,"Census Tract 10.02, Philadelphia, PA",3336,306,310,85,284,82,0,10,26,30,0,10,0,10,2368,293,2153,298,100,72,107,75,0,10,8,14,658,135,576,128,55,75,27,35,0,10,0,10
14000US42101001101,"Census Tract 11.01, Philadelphia, PA",3633,395,176,132,170,132,6,12,0,10,0,10,0,10,3016,392,2571,376,109,73,144,117,179,125,13,20,441,130,343,123,16,27,0,10,82,121,0,10
14000US42101001102,"Census Tract 11.02, Philadelphia, PA",2618,245,190,75,157,80,0,10,19,22,14,21,0,10,2287,231,1945,224,22,25,173,95,121,67,26,30,141,69,131,68,0,10,10,16,0,10,0,10
14000US42101001201,"Census Tract 12.01, Philadelphia, PA",3761,310,351,113,325,121,26,42,0,10,0,10,0,10,2895,247,2456,315,185,136,120,94,134,118,0,10,515,125,423,114,0,10,66,62,11,18,15,25
14000US42101001202,"Census Tract 12.02, Philadelphia, PA",4972,347,259,98,259,98,0,15,0,15,0,15,0,15,3871,303,3324,310,199,96,173,103,126,71,49,60,842,211,747,215,0,15,72,72,23,34,0,15
14000US42101001300,"Census Tract 13, Philadelphia, PA",6362,657,392,161,392,161,0,15,0,15,0,15,0,15,5094,582,4530,616,296,217,64,77,132,92,72,86,876,242,843,241,0,15,0,15,33,52,0,15
14000US42101001400,"Census Tract 14, Philadelphia, PA",3926,359,204,147,121,79,0,10,0,10,83,124,0,10,3056,261,2763,265,62,60,205,120,26,29,0,10,666,159,575,135,3,8,15,24,73,92,0,10
14000US42101001500,"Census Tract 15, Philadelphia, PA",3063,224,321,80,270,83,14,21,17,21,11,17,9,14,2447,194,2017,193,117,76,183,96,93,64,37,36,295,54,266,59,0,10,29,42,0,10,0,10
14000US42101001600,"Census Tract 16, Philadelphia, PA",2210,202,187,77,187,77,0,10,0,10,0,10,0,10,1860,182,1683,189,44,40,99,44,19,27,15,24,163,43,156,44,0,10,7,11,0,10,0,10
14000US42101001700,"Census Tract 17, Philadelphia, PA",2863,253,378,131,335,132,0,10,32,37,11,18,0,10,2183,194,2016,209,56,41,90,63,21,33,0,10,302,51,289,53,0,10,13,19,0,10,0,10
14000US42101001800,"Census Tract 18, Philadelphia, PA",2960,232,366,119,366,119,0,10,0,10,0,10,0,10,2302,213,2105,237,24,23,69,51,97,83,7,13,292,71,227,71,35,33,21,26,9,13,0,10
14000US42101001900,"Census Tract 19, Philadelphia, PA",3711,302,207,129,177,128,8,14,0,10,22,35,0,10,3282,278,2907,277,180,185,115,65,29,32,51,45,222,82,221,82,1,2,0,10,0,10,0,10
14000US42101002000,"Census Tract 20, Philadelphia, PA",1711,191,120,63,114,65,6,9,0,10,0,10,0,10,1338,160,1230,160,46,31,32,22,11,12,19,29,253,48,236,47,6,9,0,10,11,17,0,10
14000US42101002100,"Census Tract 21, Philadelphia, PA",2099,227,89,55,89,55,0,10,0,10,0,10,0,10,1723,202,1617,208,50,47,14,20,42,25,0,10,287,63,259,60,8,11,0,10,20,22,0,10
14000US42101002200,"Census Tract 22, Philadelphia, PA",2028,249,140,73,126,66,0,10,14,20,0,10,0,10,1726,200,1478,182,57,43,68,47,92,77,31,29,162,55,135,50,4,8,0,10,23,33,0,10
14000US42101002300,"Census Tract 23, Philadelphia, PA",2716,264,160,67,70,57,0,10,8,14,82,48,0,10,2168,227,1634,272,117,111,114,83,303,94,0,10,388,64,330,64,0,10,30,34,28,33,0,10
14000US42101002400,"Census Tract 24, Philadelphia, PA",4390,456,462,124,334,112,0,10,19,30,109,108,0,10,3537,441,2765,363,327,328,142,157,303,165,0,10,391,128,301,102,22,32,0,10,68,54,0,10
14000US42101002500,"Census Tract 25, Philadelphia, PA",3829,430,576,237,313,160,31,50,11,18,221,203,0,10,2638,292,2061,243,129,99,105,62,343,185,0,10,615,100,547,99,38,30,7,10,14,23,9,14
14000US42101002701,"Census Tract 27.01, Philadelphia, PA",3934,547,522,242,166,75,189,111,7,12,33,30,127,208,3006,427,1998,308,544,325,86,74,350,235,28,45,406,112,246,80,45,43,0,10,115,112,0,10
14000US42101002702,"Census Tract 27.02, Philadelphia, PA",4116,405,407,191,367,182,21,26,19,29,0,10,0,10,3247,323,2931,313,122,104,16,17,144,144,34,41,462,68,400,68,23,36,26,31,0,10,13,17
14000US42101002801,"Census Tract 28.01, Philadelphia, PA",4354,663,912,298,411,182,359,280,0,10,142,87,0,10,3072,498,1412,216,809,427,46,38,782,293,23,36,370,81,213,64,10,20,19,27,128,76,0,10
14000US42101002802,"Census Tract 28.02, Philadelphia, PA",5219,524,481,124,173,137,224,200,0,15,84,57,0,15,3938,499,2917,472,329,219,88,67,590,177,14,22,800,221,587,193,0,15,115,101,98,83,0,15
14000US42101002900,"Census Tract 29, Philadelphia, PA",3629,507,319,247,289,245,0,10,18,30,12,22,0,10,2669,395,2204,370,124,182,132,123,184,140,25,41,641,68,394,128,51,72,131,96,65,76,0,10
14000US42101003001,"Census Tract 30.01, Philadelphia, PA",3646,392,328,111,103,70,0,10,0,10,207,106,18,27,2843,337,1706,307,202,207,77,58,805,189,53,61,475,124,382,123,0,10,0,10,93,71,0,10
14000US42101003002,"Census Tract 30.02, Philadelphia, PA",2732,323,273,132,242,128,11,17,20,32,0,10,0,10,1967,282,1915,277,22,35,16,20,14,17,0,10,492,71,447,72,0,10,0,10,20,24,25,38
14000US42101003100,"Census Tract 31, Philadelphia, PA",4313,463,422,181,397,182,6,12,0,10,0,10,19,40,3179,367,2590,362,348,253,35,31,135,139,71,91,712,113,692,115,0,10,20,22,0,10,0,10
14000US42101003200,"Census Tract 32, Philadelphia, PA",3834,576,764,303,615,249,95,97,0,10,26,43,28,47,2563,422,2247,402,165,123,34,37,94,66,23,39,507,114,480,99,0,10,27,42,0,10,0,10
14000US42101003300,"Census Tract 33, Philadelphia, PA",5925,743,1054,381,996,368,58,88,0,15,0,15,0,15,4177,578,3611,565,389,282,0,15,177,134,0,15,694,155,573,136,0,15,0,15,121,96,0,15
14000US42101003600,"Census Tract 36, Philadelphia, PA",6722,1029,1367,542,1148,533,0,15,44,71,175,138,0,15,4264,580,3421,567,85,102,94,151,664,242,0,15,1091,196,881,201,51,74,55,57,104,94,0,15
14000US42101003701,"Census Tract 37.01, Philadelphia, PA",5576,871,791,409,738,395,0,15,0,15,53,52,0,15,4168,592,3597,557,243,212,15,25,313,194,0,15,617,131,420,233,174,207,0,15,23,32,0,15
14000US42101003702,"Census Tract 37.02, Philadelphia, PA",3948,380,837,137,508,127,38,43,35,37,182,78,74,118,2717,304,1772,225,92,85,93,62,696,282,64,55,394,108,240,80,18,29,20,22,116,81,0,10
14000US42101003800,"Census Tract 38, Philadelphia, PA",3841,321,684,117,608,133,0,10,0,10,76,70,0,10,2402,261,2036,271,28,23,142,137,163,98,33,38,755,105,696,113,0,10,15,24,44,42,0,10
14000US42101003901,"Census Tract 39.01, Philadelphia, PA",5984,617,539,207,386,192,0,15,37,69,116,110,0,15,4535,619,3245,587,58,73,289,209,471,166,472,356,910,248,716,235,38,41,45,50,111,110,0,15
14000US42101003902,"Census Tract 39.02, Philadelphia, PA",5281,464,521,231,448,216,0,15,50,53,23,39,0,15,3558,257,3072,299,47,60,333,197,53,71,53,64,1202,203,908,155,32,38,262,200,0,15,0,15
14000US42101004001,"Census Tract 40.01, Philadelphia, PA",3961,381,310,176,275,172,35,58,0,10,0,10,0,10,3053,447,2140,269,615,385,124,89,174,164,0,10,598,62,447,73,0,10,151,89,0,10,0,10
14000US42101004002,"Census Tract 40.02, Philadelphia, PA",4654,481,517,227,483,226,0,10,17,27,17,28,0,10,3273,409,2733,474,0,10,279,158,214,155,47,56,864,248,588,206,16,25,260,164,0,10,0,10
14000US42101004101,"Census Tract 41.01, Philadelphia, PA",5166,772,854,373,390,224,290,278,0,15,174,114,0,15,3714,614,1676,442,514,334,537,490,949,263,38,70,598,142,491,142,2,6,28,43,77,80,0,15
14000US42101004102,"Census Tract 41.02, Philadelphia, PA",7636,673,1428,339,658,314,312,210,145,127,313,165,0,15,5200,450,2183,471,712,305,848,401,1417,437,40,47,1008,181,640,177,0,15,172,137,196,133,0,15
14000US42101004201,"Census Tract 42.01, Philadelphia, PA",4994,431,747,148,550,155,0,15,0,15,197,64,0,15,3463,380,2942,365,86,64,39,46,396,175,0,15,784,128,641,205,0,15,123,136,20,35,0,15
14000US42101004202,"Census Tract 42.02, Philadelphia, PA",5333,525,794,217,496,216,31,50,0,15,267,58,0,15,3561,424,2848,380,197,211,39,46,477,143,0,15,978,176,729,159,43,39,23,32,183,79,0,15
14000US42101005000,"Census Tract 50, Philadelphia, PA",0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10
14000US42101005400,"Census Tract 54, Philadelphia, PA",1541,189,283,116,275,117,8,13,0,10,0,10,0,10,1015,112,844,115,30,33,25,31,93,77,23,21,243,52,200,58,37,37,0,10,0,10,6,10
14000US42101005500,"Census Tract 55, Philadelphia, PA",6109,516,897,241,751,233,0,15,0,15,96,123,50,84,4211,501,3252,495,351,258,122,102,51,64,435,346,1001,215,964,209,0,15,24,28,13,21,0,15
14000US42101005600,"Census Tract 56, Philadelphia, PA",1023,176,152,106,152,106,0,10,0,10,0,10,0,10,787,144,751,151,21,22,15,22,0,10,0,10,84,69,84,69,0,10,0,10,0,10,0,10
14000US42101006000,"Census Tract 60, Philadelphia, PA",6212,511,1296,281,1024,293,0,15,144,217,43,68,85,108,4090,370,2913,546,57,73,401,393,475,247,244,199,826,190,682,188,19,31,46,62,46,71,33,74
14000US42101006100,"Census Tract 61, Philadelphia, PA",2613,341,514,149,419,124,7,11,70,81,0,10,18,27,1725,268,1224,194,0,10,71,77,142,169,288,171,374,69,336,72,0,10,0,10,29,36,9,13
14000US42101006200,"Census Tract 62, Philadelphia, PA",4406,662,1138,387,981,343,0,10,0,10,0,10,157,172,2860,479,2345,512,47,60,120,107,172,136,176,138,408,159,292,117,0,10,57,70,18,27,41,57
14000US42101006300,"Census Tract 63, Philadelphia, PA",4137,560,860,214,846,213,0,10,0,10,14,22,0,10,2895,518,2168,413,155,186,99,76,340,185,133,127,382,116,228,84,19,37,0,10,92,54,43,44
14000US42101006400,"Census Tract 64, Philadelphia, PA",4006,596,987,284,749,287,0,10,52,57,61,63,125,96,2643,409,1880,309,4,10,177,166,152,131,430,169,376,62,279,54,39,44,10,17,0,10,48,71
14000US42101006500,"Census Tract 65, Philadelphia, PA",3982,530,740,229,706,233,0,10,0,10,0,10,34,57,2656,402,2572,394,16,26,31,38,0,10,37,44,586,107,533,104,0,10,28,28,0,10,25,31
14000US42101006600,"Census Tract 66, Philadelphia, PA",3198,569,687,265,638,274,8,14,0,10,41,41,0,10,1971,537,1526,385,27,35,246,300,162,94,10,15,540,87,452,98,0,10,29,40,59,52,0,10
14000US42101006700,"Census Tract 67, Philadelphia, PA",6653,1096,1681,722,1633,724,0,15,37,42,11,22,0,15,4424,576,3196,496,1,3,378,331,326,204,523,361,548,152,308,129,8,18,37,63,99,82,96,88
14000US42101006900,"Census Tract 69, Philadelphia, PA",3140,377,1092,252,999,258,93,73,0,10,0,10,0,10,1836,264,1782,291,54,58,0,10,0,10,0,10,212,80,199,78,0,10,0,10,13,20,0,10
14000US42101007000,"Census Tract 70, Philadelphia, PA",3347,440,699,217,596,217,79,116,0,10,0,10,24,39,2120,283,1821,284,0,10,172,133,7,13,120,139,528,90,528,90,0,10,0,10,0,10,0,10
14000US42101007101,"Census Tract 71.01, Philadelphia, PA",2451,367,440,149,434,149,0,10,0,10,6,9,0,10,1517,251,1449,259,30,28,0,10,20,28,18,23,494,117,464,119,22,28,5,10,0,10,3,5
14000US42101007102,"Census Tract 71.02, Philadelphia, PA",4281,619,727,327,700,326,27,44,0,10,0,10,0,10,2854,511,2387,484,274,264,32,43,0,10,161,149,700,105,677,97,23,36,0,10,0,10,0,10
14000US42101007200,"Census Tract 72, Philadelphia, PA",4040,391,816,227,782,212,6,7,0,10,28,45,0,10,2406,347,2244,348,38,37,0,10,114,127,10,15,818,139,776,121,0,10,0,10,0,10,42,66
14000US42101007300,"Census Tract 73, Philadelphia, PA",2718,424,397,169,397,169,0,10,0,10,0,10,0,10,2066,310,1972,360,23,38,0,10,56,75,15,26,255,107,255,107,0,10,0,10,0,10,0,10
14000US42101007400,"Census Tract 74, Philadelphia, PA",4366,615,927,441,704,341,29,42,0,10,0,10,194,309,2918,411,2657,401,41,36,75,54,38,37,107,101,521,89,496,80,25,38,0,10,0,10,0,10
14000US42101007700,"Census Tract 77, Philadelphia, PA",1856,220,78,39,45,26,0,10,17,25,13,20,3,7,1698,228,1206,211,86,50,174,94,195,68,37,35,80,48,80,48,0,10,0,10,0,10,0,10
14000US42101007800,"Census Tract 78, Philadelphia, PA",4024,495,324,126,241,105,39,44,0,10,44,69,0,10,3181,492,2697,483,155,79,157,96,144,86,28,41,519,154,512,148,0,10,0,10,7,14,0,10
14000US42101007900,"Census Tract 79, Philadelphia, PA",4176,441,399,192,370,175,18,28,11,22,0,10,0,10,3402,347,2933,375,195,122,86,57,139,92,49,77,375,112,345,109,30,32,0,10,0,10,0,10
14000US42101008000,"Census Tract 80, Philadelphia, PA",3646,567,446,229,446,229,0,10,0,10,0,10,0,10,2655,400,2283,373,183,157,10,15,66,62,113,98,545,99,492,95,5,9,9,13,0,10,39,48
14000US42101008101,"Census Tract 81.01, Philadelphia, PA",2881,424,577,156,558,147,19,34,0,10,0,10,0,10,1896,382,1787,399,18,31,91,88,0,10,0,10,408,108,408,108,0,10,0,10,0,10,0,10
14000US42101008102,"Census Tract 81.02, Philadelphia, PA",4962,719,971,355,952,352,0,15,0,15,0,15,19,33,3375,508,3182,524,45,71,37,60,0,15,111,125,616,106,611,107,0,15,0,15,0,15,5,9
14000US42101008200,"Census Tract 82, Philadelphia, PA",5328,1122,966,524,908,529,19,31,0,15,39,64,0,15,3245,701,3128,718,17,29,64,89,36,58,0,15,1117,350,1075,325,0,15,42,64,0,15,0,15
14000US42101008301,"Census Tract 83.01, Philadelphia, PA",4261,629,723,230,623,223,0,10,100,98,0,10,0,10,2452,378,2319,388,0,10,133,130,0,10,0,10,1086,251,1033,242,0,10,0,10,53,84,0,10
14000US42101008302,"Census Tract 83.02, Philadelphia, PA",4831,438,975,205,933,224,0,15,0,15,42,49,0,15,3184,378,2952,342,29,38,157,225,46,53,0,15,672,145,622,105,50,85,0,15,0,15,0,15
14000US42101008400,"Census Tract 84, Philadelphia, PA",4601,512,1203,297,1173,294,0,15,30,46,0,15,0,15,2892,348,2743,379,7,11,0,15,61,106,81,114,506,104,505,105,1,4,0,15,0,15,0,15
14000US42101008500,"Census Tract 85, Philadelphia, PA",6254,694,908,360,801,374,0,15,33,48,22,25,52,64,4443,482,3733,489,242,234,207,121,78,93,183,119,903,183,782,198,0,15,100,96,0,15,21,31
14000US42101008601,"Census Tract 86.01, Philadelphia, PA",3164,435,218,80,147,77,7,12,36,56,28,35,0,10,2535,398,1831,423,111,67,382,183,137,78,74,56,411,118,291,100,32,30,0,10,64,60,24,39
14000US42101008602,"Census Tract 86.02, Philadelphia, PA",2796,319,459,223,336,223,79,93,12,29,27,43,5,10,1864,249,1541,262,88,83,61,66,135,104,39,27,473,103,405,108,19,33,3,15,29,30,17,28
14000US42101008701,"Census Tract 87.01, Philadelphia, PA",3339,401,169,55,80,55,0,10,73,50,16,32,0,10,3021,378,1969,381,224,151,404,239,405,213,19,29,149,76,61,51,0,10,40,48,48,69,0,10
14000US42101008702,"Census Tract 87.02, Philadelphia, PA",2556,325,159,71,122,50,21,32,0,10,16,25,0,10,2249,312,1318,200,97,67,250,131,544,170,40,33,148,51,101,49,9,20,23,22,8,12,7,11
14000US42101008801,"Census Tract 88.01, Philadelphia, PA",2284,369,19,22,6,11,0,10,13,19,0,10,0,10,2265,366,1615,298,160,85,169,64,281,98,40,47,0,10,0,10,0,10,0,10,0,10,0,10
14000US42101008802,"Census Tract 88.02, Philadelphia, PA",6260,621,215,261,201,261,5,9,0,15,9,17,0,15,5975,639,4201,507,345,193,388,127,933,171,108,66,70,51,70,51,0,15,0,15,0,15,0,15
14000US42101009000,"Census Tract 90, Philadelphia, PA",6201,402,187,71,107,68,5,9,47,34,28,24,0,15,5908,403,4486,382,157,66,447,109,651,181,167,85,106,48,98,46,0,15,8,12,0,15,0,15
